code,term
X77zY,Pulmonary atresia with ventricular septal defect
X77zZ,Pulmonary valve atresia without ventricular outflow tract
X77za,Imperforate pulmonary valve
X77zc,Muscular pulmonary atresia
X77zf,Absent pulmonary valve
X77zg,Absent pulmonary valve syndrome
X77zh,Accessory tissue on pulmonary valve cusp
X77zi,Unicuspid pulmonary valve
X77zj,Bicuspid pulmonary valve
X77zk,Quadricuspid pulmonary valve
X77zm,Aortic valve ring hypoplasia
X77zn,Commissural fusion of aortic valve
X77zo,Eccentric opening of aortic valve
X77zr,Aortic valve atresia
X77zs,Imperforate aortic valve
X77zu,Aortic valve absent
X77zw,Hypoplasia of aortic valve cusp
X77zx,Accessory tissue on aortic valve cusp
X77zy,Abnormal number of aortic valve cusps
X77zz,Unicuspid aortic valve
X7800,Quadricuspid aortic valve
X7802,Congenital dilatation of aorta
X7803,Tubular hypoplasia of aorta
X7804,Anomalies of the aorta excluding coarction
X7807,Type I common arterial trunk
X7808,Type II common arterial trunk
X7809,Type III common arterial trunk
X780A,Aortopulmonary window
X780C,Pulmonary trunk stenosis
X780D,Pulmonary trunk hypoplasia
X780E,Pulmonary trunk atresia
X780F,Pulmonary atresia with confluent pulmonary arteries
X780G,Pulmonary atresia with absent pulmonary artery
X780H,Pulmonary trunk absent
X780I,Pulmonary trunk absent with confluent pulmonary arteries
X780J,Pulmonary trunk absent with non-confluent pulmonary arteries
X780K,Pulmonary trunk absent with absent pulmonary artery
X780N,Peripheral pulmonary artery stenosis
X780O,Pulmonary artery dilatation
X780P,Abnormal origin of pulmonary artery
X780Q,Abnormal origin of right pulmonary artery
X780R,Origin of right pulmonary artery from ductus arteriosus
X780S,Origin of right pulmonary artery from ascending aorta
X780T,Abnormal origin of left pulmonary artery
X780U,Origin of left pulmonary artery from ductus arteriosus
X780V,Origin of left pulmonary artery from ascending aorta
X780W,Origin of left pulmonary artery from right pulmonary artery
X780a,Diffuse supravalvar aortic stenosis
X780b,Ascending aortic hypoplasia
X780c,Ascending aortic atresia
X780d,Ascending aorta absent
X780f,Congenital aneurysm of ascending aorta
X780i,Aortic tunnel
X780j,Aorta to left ventricle tunnel
X780k,Aorta to right ventricle tunnel
X780m,Right descending aorta
X780n,Left aortic arch and right descending aorta
X780o,Right aortic arch and right descending aorta
X780q,Right aortic arch and left descending aorta
X780r,Aortic arch centrally descending
X780s,Cervical aortic arch
X780t,Persisting fifth aortic arch
X780u,Vascular ring - disorder
X780v,Double aortic arch with both patent
X780w,Double aortic arch with unilateral hypoplasia
X780x,Double aortic arch with unilateral atresia
X780y,Vascular ring with left aortic arch
X780z,Vascular ring with right aortic arch
X7810,Vascular ring components
X7812,Aberrant subclavian artery
X7813,Aberrant retro-oesophageal subclavian artery
X7814,Isolation of subclavian artery
X7817,Retro-oesophageal right descending aorta
X781C,Preductal aortic stenosis
X781D,Preductal interruption of aorta
X781E,Preductal hypoplasia of aorta
X781F,Juxtaductal aortic coarctation
X781G,Postductal aortic stenosis
X781H,Postductal interruption of aorta
X781I,Thoracic aortic coarctation
X781K,Kinking of descending aorta
X781L,Tubular aortic arch hypoplasia
X781M,Postductal hypoplasia of aorta
X781N,Aortic arch atresia
X781O,Interrupted aortic arch distal to left subclavian artery
X781P,Interrup aort arch betw lt subclavian & lt comm carotid art
X781Q,Interr aort arch betw lt com carotid & brachiocephal artery
X781b,Collaterals to pulmonary arteries
X781c,Major aortopulmonary collateral artery
X781d,Systemic to pulmonary collateral artery
X781e,Stenosis of systemic to pulmonary artery collateral artery
X781o,Anomalous coronary artery origin
X781p,Variant coronary origin from aortic sinus
X781q,Variant coronary origin from left sinus
X781r,Variant coronary origin from right sinus
X781s,Coronary artery origin from non-facing sinus
X781t,Anom origin lt ant descending from right coronary artery
X781u,Anomalous origin coronary art from pulmonary arterial tree
X781v,Anomal origin coron artery from right pulmonary artery
X781w,Anomal origin coronary artery from left pulmonary artery
X781x,Abnormal coronary orifice
X781y,Coronary orifice abnormally high
X781z,Coronary orifice asymmetrical
X7820,Dual coronary orifice
X7821,Coronary orifice stenosis
X7822,Coronary orifice atresia
X7823,Abnormal coronary artery course
X7824,Intramural coronary artery course
X7825,Lt ant descending runs across rt ventricular outflow tract
X7826,Coronary artery runs between aorta and pulmonary trunk
X7827,Circumflex runs posterior to pulmonary trunk
X7828,Circumflex runs posterior to aorta
X7829,Coronary artery fistula
X782A,Congenital coronary arteriovenous fistula
X782B,Single coronary artery fistula
X782C,Multiple coronary artery fistulae
X782D,Coronary fistulae from right ventricle
X782E,Coronary fistulae from left ventricle
X782F,Congenital coronary artery calcification
X782M,Totally absent pericardium
X79u6,Directional atherectomy
X90Qa,Open intracoronary repair of coronary artery fistula
X90WS,Coronary inclusion technique
X90WT,Coronary interposition technique
XA0Ae,Transection of coronary artery
XA0B9,Middle meningeal haemorrhage following injury
XA0BG,Traumatic intracerebral haemorrhage
XC0I6,Malaligned outlet septum
XC0MC,Common ventricle
XC0bX,Aneurysm of membranous septum
XE0Em,Coronary artery operation
XE0En,Double anastomosis of mammary arteries to coronary arteries
XE0Ey,Emerg repl aneurysm bifurc aorta by anast aorta to iliac a
XE0Ez,Replace aneurysm bifurc aorta by anast aorta to iliac artery
XE0F0,Bypass bifurc aorta by anastom aorta to femoral artery NEC
XE0F1,Bypass bifurcation aorta by anastom aorta to iliac artery
XE0FK,Other bypass of iliac artery
XE0FL,Emerg bypass iliac artery by femoral/femoral art anast NEC
XE0FM,Bypass iliac artery by femoral/femoral art anastomosis NEC
XE0FN,Reconstruction of iliac artery
XE0FO,Endarterectomy and patch repair of iliac artery
XE0FP,Endarterectomy of iliac artery NEC
XE0FQ,Other open operations on iliac artery
XE0FR,Repair of iliac artery NEC
XE0FX,Other emergency bypass of femoral artery or popliteal artery
XE0FY,Other bypass of femoral artery or popliteal artery
XE0FZ,Reconstruction of femoral artery or popliteal artery
XE0Fa,Other open operations on femoral artery or popliteal artery
XE0Ub,Hypertension
XE0Uc,Essential hypertension
XE0Ud,Essential hypertension NOS
XE0Ue,Hypertensive heart disease NOS without CCF
XE0Uf,Hypertensive renal disease
XE0Uh,Acute myocardial infarction
XE0Ui,Worsening angina
XE0Uk,Other cardiac wall aneurysm
XE0Uy,Obscure African cardiomyopathy
XE0Uz,Congestive cardiomyopathy
XE0V0,Nutritional and metabolic cardiomyopathy NOS
XE0V1,Secondary cardiomyopathy NOS
XE0V8,Biventricular failure
XE0V9,Heart failure NOS
XE0VF,Cerebral parenchymal haemorrhage
XE0VI,Cerebral arterial occlusion
XE0VJ,Cerebral infarction NOS
XE0VM,Hypertensive encephalopathy
XE0VP,Other peripheral vascular disease
XE0VR,Intermittent claudication
XE0Vo,Rheumatic heart disease: [chronic] or [valvular]
XE0Vq,Rheumatic mitral valve disease (& [chronic])
XE0Vu,Rheumatic aortic valve disease (& [chronic])
XE0Vw,Other chronic rheumatic heart
XE0W8,(Hypertensive disease) or (hypertension)
XE0WA,Myocardial infarction (& [acute]) or coronary thrombosis
XE0WC,Acute/subacute ischaemic heart disease NOS
XE0WE,Heart disease: [arteriosclerotic] or [chronic ischaemic NOS]
XE0WG,Chronic ischaemic heart disease NOS
XE0WM,(Chronic cor pulmonale) or (pulmonary heart disease NOS)
XE0Wa,Cardmyopath (& [conges obst][hyper obst]) or endmyocard fibr
XE0Wo,(Conges card fail)(dropsy)(card insuf)(R hrt fail)(LV fail)
XE0Wy,Cerebral haemorrhage NOS
XE0X2,(Cereb infarc)(cerebrovas acc)(undef stroke/CVA)(stroke NOS)
XE0XC,Peripheral vascular disease (& [NOS])
XE0xu,Pregnancy with hypertension (& [pre-existing])
XE10I,Diabetes mellitus with peripheral circulatory disorder
XE12K,Diabetes: [peripheral circulatory disease] or [gangrene]
XE1KA,Bulbus cordis and cardiac septal closure anomalies
XE1KB,Other specified transposition of great vessels
XE1KC,Great vessel transposition NOS
XE1KD,"Tetralogy of Fallot, unspecified"
XE1KG,Right hypoplastic heart syndrome
XE1KH,Congenital abnormality of cardiac position
XE1KJ,Fusion of heart valve cusps NEC
XE1KK,Cyanotic congenital heart disease NOS
XE1KL,Other anomalies of aorta
XE1KM,Double aortic arch
XE1KN,Hypoplasia of aorta
XE1KO,Supravalvar aortic stenosis
XE1KP,Congenital aneurysm of aorta
XE1KQ,Pulmonary artery stenosis
XE1KS,Partial anomalous pulmonary venous connection
XE1KT,Other great vein anomalies
XE1NA,(Congen anom CVS) or (congen heart dis) or (cong def heart)
XE1NE,(Bulbus/septum anom NOS) or (transposition of great vessels)
XE1NG,Congenital heart: [anomaly NOS][valve][valvular heart dis]
XE1m2,Traumatic intracranial haemorrhage
XE1p9,Cardiac insufficiency as a complication of care
XE1tl,(Post-operative problem NOS) or (postcardiotomy syndrome)
XE2NY,Hypertension monitoring admin.
XE2NZ,Hypertension monitoring check done
XE2Px,Single anastomosis of mammary artery to coronary artery NEC
XE2QG,Left ventricular failure
XE2Qh,Aortopulmonary septal anomaly
XE2Qi,Anomalous coronary artery communication
XE2Rv,(Ventricular septal defect) or (Eisenmenger defect)
XE2aA,Old myocardial infarction
XE2aB,Stroke and cerebrovascular accident unspecified
XE2bF,Spontaneous subarachnoid haemorrhage
XE2r7,Coronary A by-pass anastam NOS
XE2te,H/O: CVA/stroke
XE2uV,Ischaemic heart disease
XE2uq,Aortic septal defect
XE2ur,Dextraposition of aorta
XE2vv,Preductal aortic coarctation
XE2vw,Postductal aortic coarctation
XE2vz,Common atrium
XM00Q,Cong abnormality of thoracic aorta and pulmonary arteries
XM0rN,Coronary atherosclerosis
XM0rV,Cerebral haemorrhage
XM0v4,Congenital heart valve abnormality
XM1GB,Divided right atrium
XM1Ib,Y graft abdominal Aortic aneurysm
XM1Ic,Dacron aortofemoral Y graft
XM1Id,Dacron aortoiliac Y graft
XM1Ie,Emergency femorofemoral prosthetic crossover graft
XM1If,Endarterectomy and patch repair of common iliac artery
XM1Ig,Endarterectomy of common iliac artery NEC
XM1Ih,Other open operations on common iliac artery
XM1Ii,Repair of common iliac artery NEC
XM1Ip,Reconstruction of popliteal artery
XM1Iq,Reconstruction of deep femoral artery
XM1Ir,Reconstruction of common femoral artery
XM1Is,Reconstruction of femoral artery
XM1It,Other open operations on superficial femoral artery
XM1Iu,Other open operations on popliteal artery
XM1Iv,Other open operations on deep femoral artery
XM1Iw,Other open operations on common femoral artery
XM1KK,Reconstruction of superficial femoral artery
XM1LR,LIMA single anastomosis
XM1LS,RIMA single anastomosis
XM1Le,Myocardial revascularisation
XM1M3,LIMA sequential anastomosis
XM1M4,RIMA sequential anastomosis
XM1PL,Stroke in the puerperium
XM1Qk,Mural cardiac aneurysm
XM1Qn,Impaired left ventricular function
XM1Qp,Cardiomegaly - hypertensive
XM1Qu,Claudication
XM1Qw,Blue baby
XM1Qx,Diabetes mellitus with gangrene
XM1R2,H/O: CVA
XM1R3,H/O: stroke
XM1U2,Hypertension clinic admin.
XM1YA,Hypertension monitoring
XSDSb,Diastolic hypertension
XSDT6,Coronary artery atheroma
Xa00I,Occipital cerebral infarction
Xa00J,Cerebellar infarction
Xa00K,Brainstem infarction
Xa07h,Neonatal cardiac failure
Xa07j,Myocardial ischaemia of newborn
Xa07k,Transient myocardial ischaemia of newborn
Xa0Bj,Intracerebellar and posterior fossa haemorrhage
Xa0Cs,Labile hypertension
Xa0Kw,Coronary artery graft placement
Xa0Ml,Central post-stroke pain
Xa0N3,Ruptured cerebral arteriovenous malformation
Xa0N7,Angiogram-negative subarachnoid haemorrhage
Xa0NJ,Ruptured aneurysm of anterior cerebral artery
Xa0NK,Ruptured aneurysm of middle cerebral artery
Xa0NN,Ruptured aneurysm of posterior cerebral artery
Xa0NO,Ruptured aneurysm of anterior communicating artery
Xa0NQ,Ruptured aneurysm of posterior communicating artery
Xa0NR,Ruptured aneurysm of basilar artery
Xa0NS,Ruptured aneurysm of posterior inferior cerebellar artery
Xa0NV,Rupturd intern carotid-anter communic art zone aneurysm
Xa0NW,Rupt intern carotid-posterior communicat art zone aneurysm
Xa0NX,Ruptured internal carotid bifurcation aneurysm
Xa0RY,Percutaneous embolisation of coronary artery fistula
Xa0TT,Sepsis-associated left ventricular failure
Xa0TU,Sepsis-associated right ventricular failure
Xa0YL,Acute anterior myocardial infarction
Xa0aP,Percutaneous removal of foreign body from coronary artery
Xa0kX,Renovascular hypertension
Xa0kZ,Cerebral infarction
Xa0lV,Peripheral vascular disease
Xa0lt,Pre-existing hypertension complicating pregnancy
Xa1dP,Ischaemic myocardial dysfunction
Xa1dQ,Stunned myocardium
Xa1dR,Hibernating myocardium
Xa1fq,Arrhythmogenic right ventricular cardiomyopathy
Xa1hE,Extension of cerebrovascular accident
Xa2E8,Paroxysmal atrial fibrillation
Xa3fK,Chronic rheumatic mitral valve
Xa3fN,Chronic rheumatic aortic valve disease
Xa3fQ,Malignant hypertension
Xa3fV,Cerebral artery occlusion NOS
Xa3hW,Septal defect NOS
Xa3kl,Heart - arterial implant NOS
Xa3km,Indirect heart revascularisation
Xa3kp,Ligation of coronary arteriovenous fistula
Xa3ks,Heart internal mammary artery implant
Xa6Yx,Left ventricular aneurysm
Xa7lT,Ischaemia of feet
Xa7lV,Carotid atherosclerosis
Xa7nH,Exercise-induced angina
Xa7nI,Controlled atrial fibrillation
Xa84U,Ischaemic foot
Xa8HD,On treatment for hypertension
Xa9Bp,Muscular dystrophy - cardiac type
Xa9Cm,Abnormal number of pulmonary valve cusps
Xa9Qh,Jatene procedure
XaAC3,Acute Q wave myocardial infarction
XaAsJ,Admission to stroke unit
XaAzi,Acute non-Q wave infarction
XaB4Z,Multiple lacunar infarcts
XaBEB,[V]Presence of coronary artery bypass graft
XaBEC,Left sided cerebral infarction
XaBED,Right sided cerebral infarction
XaBFI,Leriche's syndrome
XaBL3,H/O: Stroke in last year
XaBLq,Antihypertensive therapy
XaBLr,Antianginal therapy
XaBLt,Cardiac failure therapy
XaBM4,"Left sided intracerebral haemorrhage, unspecified"
XaBM5,"Right sided intracerebral haemorrhage, unspecified"
XaBSX,Hypertension screening recall
XaBU4,Hypertension monitoring status
XaBU5,Hypertension monitoring call
XaBrm,Perc trans thrombolysis of femoral graft streptokinase
XaBtO,Right ventricular thrombus
XaBtP,Left ventricular thrombus
XaC2P,Persistent truncus arteriosus
XaC2Q,Aortocoronary bypass grafting
XaCIn,Division of coronary arteriovenous fistula
XaD2b,Postoperative myocardial infarction
XaD2d,Postoperative transmural myocardial infarction anterior wall
XaD2e,Postoperative transmural myocardial infarction inferior wall
XaD2f,Postoperative transmural myocardial infarction other sites
XaD2g,Postoperative transmural myocardial infarction unspec site
XaD2h,Postoperative subendocardial myocardial infarction
XaD2i,"Postoperative myocardial infarction, unspecified"
XaDki,Men ret congen heart dis blepharophim blepharop hypopl teeth
XaDmh,Open insertion of iliac artery stent
XaDmi,Percutaneous transluminal insertion of iliac artery stent
XaDyY,Congenital anomaly of aorta
XaE3G,Critical ischaemia of foot
XaEGq,Stroke NOS
XaEXt,Post infarct angina
XaEgY,Refractory heart failure
XaEgZ,Non-Q wave myocardial infarction
XaEga,Rapid atrial fibrillation
XaFmK,Type I diabetes mellitus with peripheral angiopathy
XaFn7,Type II diabetes mellitus with peripheral angiopathy
XaFsG,Refractory angina
XaFsH,Transient myocardial ischaemia
XaFx7,Diab mellit insulin-glucose infus acute myocardial infarct
XaG1Q,Asymptomatic coronary heart disease
XaI9b,Cardiomyopathy in Duchenne muscular dystrophy
XaI9h,Coronary heart disease annual review
XaIIq,Left ventricular systolic dysfunction
XaINF,Acute coronary syndrome
XaIOW,Coronary heart disease review
XaIQM,Heart failure follow-up
XaIQN,Heart failure annual review
XaIRJ,Cereb autosom dominant arteriop subcort infarcts leukoenceph
XaIf1,First myocardial infarction
XaIfL,Coronary heart disease medication review
XaIpn,Heart failure confirmed
XaItG,Left ventricular diastolic dysfunction
XaIvK,Coronary heart disease monitoring 1st letter
XaIvL,Coronary heart disease monitoring 2nd letter
XaIvM,Coronary heart disease monitoring 3rd letter
XaIvN,Coronary heart disease monitoring verbal invitation
XaIwM,Acute ST segment elevation myocardial infarction
XaIwY,Acute non-ST segment elevation myocardial infarction
XaIy8,Moderate hypertension control
XaIyD,Hypertension six month review
XaIyE,Hypertension annual review
XaIzF,Stroke annual review
XaJ4J,Exception reporting: CHD quality indicators
XaJ4L,Excepted from CHD quality indicators: Patient unsuitable
XaJ4M,Excepted from CHD quality indicators: Informed dissent
XaJ5h,Patient on maximal tolerated antihypertensive therapy
XaJ98,Echocardiogram shows left ventricular systolic dysfunction
XaJ99,Echocardiogram shows left ventricular diastolic dysfunction
XaJ9G,New York Heart Association classification - class I
XaJ9H,New York Heart Association classification - class II
XaJ9I,New York Heart Association classification - class III
XaJ9J,New York Heart Association classification - class IV
XaJIU,Coronary artery bypass graft occlusion
XaJJv,Cardiothoracic transplantation
XaJX0,Acute posterolateral myocardial infarction
XaJYi,Hypertension clinical management plan
XaJgQ,Infarction of basal ganglia
XaJi5,Ref to multidisciplinary stroke function improvement service
XaKNW,Admit heart failure emergency
XaKyd,Myocardial bridge of coronary artery
XaL1C,Transfer of care from paediatric congenital heart service
XaLN7,Heart failure review completed
XaLNA,Heart failure care plan discussed with patient
XaLSD,Insertion of drug-eluting coronary artery stent
XaLeo,Left ventricle aorta tunnel right ventricle pul art val con
XaLep,Atrial switch and arterial switch
XaLev,Percutaneous transluminal chemical mediated septal ablation
XaLf7,Repair double outlet right ventricle intraventricular tunnel
XaLfL,Repair of univentricular heart
XaLfM,Total cavopulmonary con extrac inf cav vein pulmon art con
XaLfN,Total cavopulmonary connection with lateral atrial tunnel
XaLfO,Radical aortopulmonary reconstr systemic-to-pulmon art shunt
XaLfQ,Biventricular repair of hypoplastic left heart syndrome
XaLfS,Conversion atrial pulmonary anastomosis total pulmon connect
XaLfT,Other specified repair of univentricular heart
XaLfU,Repair of univentricular heart NOS
XaLfW,Relief of right ventricular outflow tract obstruction
XaLfX,Repair of double chambered right ventricle
XaLg5,Repair of rupture of coronary artery
XaLg6,Repair of arteriovenous malformation of coronary artery
XaLgU,Perc translumin balloon angioplasty stenting coronary artery
XaLgV,Perc translum ball angio insert 1-2 drug elut stents cor art
XaLgW,Perc tran ball angio ins 3 or more drug elut stents cor art
XaLgX,Perc translum balloon angioplasty insert 1-2 stents cor art
XaLgY,Percutaneous cor balloon angiop 3 more stents cor art NEC
XaLgZ,OS perc translumina balloon angioplast stenting coronary art
XaLga,Perc translum balloon angioplasty stenting coronary art NOS
XaLhK,Endovascular stenting of aorto-uniiliac aneurysm
XaLhe,Percutaneous transluminal placement peripheral stent artery
XaLon,Heart failure 6 month review
XaLqp,Congenital heart condition monitoring
XaLtA,Delivery of rehabilitation for stroke
XaM5f,High cost hypertension drugs
XaM5n,Other specified high cost hypertension drugs
XaM5p,High cost hypertension drugs NOS
XaMFr,Heart failure monitoring telephone invite
XaMGk,Coronary heart disease monitoring telephone invite
XaMGo,Heart failure monitoring verbal invite
XaMGs,Heart failure monitoring first letter
XaMGt,Heart failure monitoring second letter
XaMGu,Heart failure monitoring third letter
XaMK5,Repair of tetralogy of Fallot using transannular patch
XaMK6,Repair of tetralogy of Fallot with absent pulmonary valve
XaMK7,Repair Fallot-type pulmonary atresia aortopulmonary collater
XaMKA,Other repair of transposition of great arteries
XaMKB,Repositioning of transposed great arteries
XaMKC,OS other repair of transposition of great arteries
XaMKD,Other repair of transposition of great arteries NOS
XaMKE,Percut translum cutting balloon angioplasty coronary artery
XaMNe,Percutaneous transluminal insertion of stent femoral artery
XaMmK,Endovas insertion of stent graft for aorto-uniiliac aneurysm
XaMqN,Atrial inversion operations for transposition of great art
XaMzU,Review of patient at risk from coronary heart disease
XaNxN,Admit ischaemic heart disease emergency
XaO5n,Congestive heart failure due to valvular disease
XaOfa,Persistent atrial fibrillation
XaOft,Permanent atrial fibrillation
XaOiT,Congenital dextroposition of heart
XaPr5,Aortopulm reconstruct with systemic to pulmon arterial shunt
XaPx1,Excepted CVD quality indicators: informed dissent
XaQbK,Pure motor lacunar syndrome
XaQbM,Pure sensory lacunar syndrome
XaQk7,History of myocardial infarction
XaR68,Stroke 6 month review
XaRFL,Exception reporting: myocardial infarction quality indicator
XaRFO,Exc myocard infarction quality indicators: informed dissent
XaRFP,Exc myocar infarction quality indicators: patient unsuitable
XaVvs,Coronary artery bypass graft operation planned
XaWye,Takotsubo cardiomyopathy
XaWyi,Heart failure with normal ejection fraction
XaX1p,Coronary angioplasty planned
XaXLu,Worsening pulmonary oedema
XaXNg,Tachycardia-induced cardiomyopathy
XaXOi,Hypertension 9 month review
XaXew,Angina self management plan commenced
XaXex,Angina self management plan completed
XaXkR,Has heart failure management plan
XaXnr,Frequency of angina
XaXzw,Preferred place of care for next exacerbation heart failure
XaYYq,Coronary microvascular disease
XaYYr,Right ventricular diastolic dysfunction
XaYYs,Diastolic dysfunction
XaYZQ,Stroke self-management plan review
XaYZS,Hypertension self-management plan review
XaYae,Angina self-management plan review
XaYb7,Angina self-management plan agreed
XaYbC,Heart failure self-management plan agreed
XaYbE,Stroke self-management plan agreed
XaYft,Education about deteriorating heart failure
XaZSy,Percutaneous coronary intervention
XaZT1,Occlusion of radial artery
XaZT3,Occlusion of ulnar artery
XaZWm,Stage 1 hypertension (NICE - Nat Ins for Hth Clin Excl 2011)
XaZWn,Severe hypertension (Nat Inst for Health Clinical Ex 2011)
XaZbT,Hypertension resistant to drug therapy
XaZbz,Stage 2 hypertension (NICE - Nat Ins for Hth Clin Excl 2011)
XaZcx,Amyloid cardiomyopathy
XaZih,Heart failure clinical pathway
XaZlp,Referral to Angina Plan self-management programme
XaZlr,Referral to Angina Plan self-management programme declined
XaZzo,Nocturnal hypertension
XaaH6,Referral to rapid access heart failure clinic
XaaUH,Paroxysmal atrial flutter
XaaUg,Emergency percutaneous coronary intervention
Xaacj,Left ventricular cardiac dysfunction
Xaapw,Right ventricular systolic dysfunction
Xab9L,Stage 1 hyperten (NICE 2011) without evidnce end organ damge
Xab9M,Stage 1 hyperten (NICE 2011) with evidnce end organ damge
XabM9,On optimal heart failure therapy
XabhR,Ischaemic foot pain at rest
XabhS,Ischaemic foot pain when walking
XaeUO,Locked in syndrome
XaeUP,Chronic atrial fibrillation
XaeUQ,Typical atrial flutter
XaeUR,Atypical atrial flutter
XaeVd,Non-obstructive coronary atherosclerosis
XafeB,Heart failure with reduced ejection fraction
Xafj3,Hypertension monitoring invitation short msg service txt msg
Xafj4,Hypertension mnitoring short msg service text msg 1st invitn
Xafj5,Hypertension mnitoring short msg service text msg 2nd invitn
Xafj6,Hypertension mnitoring short msg service text msg 3rd invitn
XagLb,Hypertension monitoring invitation email
XagLe,Coronary heart disease monitoring invitation email
Xagdx,Andersen Tawil syndrome
Y1328,Refractory Hypertension
Y1781,Patient unsuitable for PTCA
Y1eef,Mixed myocardial ischaemia and infarction
Y1f1c,Coronary heart disease monitoring invitation
Y1f20,Heart failure monitoring invitation
Y1f93,Quality and Outcomes Framework secondary prevention of coronary heart disease quality indicator-related care invitation (procedure)
Y1f9c,Quality and Outcomes Framework heart failure quality indicator-related care invitation (procedure)
Y1fa4,Quality and Outcomes Framework stroke and transient ischaemic attack quality indicator-related care invitation (procedure)
Y9998,Common arterial trunk
ZV421,[V]Heart transplanted
ZV457,[V]Presence of aortocoronary bypass graft
